date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating,day_of_week,month,is_weekend,is_exam_season,study_efficiency,distraction_rate,screen_study_ratio,wellness_score,optimal_sleep,goal_efficiency,study_sleep_ratio,exercise_study_ratio,sessions_per_hour,average_session_length
2024-04-03,6.9,1.8,8.4,22.0,5.5,8.1,7,5,7,37.0,22,7,2,4,0,1,0.36,1.4,4.666666666666667,5.308333333333334,0,20.555555555555554,0.2608695652173913,12.222222222222221,2.7777777777777777,0.36
2023-09-26,3.5,6.1,3.8,25.0,5.0,3.5,4,7,5,70.0,24,7,1,9,0,0,0.8714285714285713,0.7142857142857143,0.6229508196721312,5.325,0,11.475409836065575,1.7428571428571427,5.0,1.1475409836065575,0.8714285714285713
2020-01-16,6.9,7.1,2.8,35.0,7.8,8.6,6,1,0,100.0,11,10,3,1,0,0,7.1,0.0,0.39436619718309857,6.116666666666666,0,14.084507042253522,1.0289855072463767,4.929577464788733,0.14084507042253522,7.1
2021-12-08,8.8,7.7,3.5,0.0,8.3,8.9,8,3,1,99.0,16,10,2,12,0,1,2.566666666666667,0.3333333333333333,0.45454545454545453,6.5,1,12.857142857142858,0.875,0.0,0.38961038961038963,2.566666666666667
2021-04-14,7.3,7.7,2.7,32.0,8.0,6.8,7,1,0,100.0,19,10,2,4,0,1,7.7,0.0,0.35064935064935066,5.791666666666667,1,12.987012987012987,1.0547945205479452,4.1558441558441555,0.12987012987012986,7.7
2020-11-12,8.9,2.9,6.4,38.0,8.2,10.0,7,2,10,44.0,21,9,3,11,0,1,1.45,5.0,2.206896551724138,7.091666666666667,1,15.172413793103448,0.32584269662921345,13.10344827586207,0.6896551724137931,1.45
2022-05-16,5.5,9.0,2.6,25.0,5.0,6.3,7,2,4,94.0,15,10,0,5,0,1,4.5,2.0,0.2888888888888889,5.325,0,10.444444444444445,1.6363636363636365,5.0,0.2222222222222222,4.5
2022-11-09,6.5,7.2,3.3,14.0,5.1,7.1,9,2,5,93.0,16,10,2,11,0,1,3.6,2.5,0.4583333333333333,4.791666666666666,0,12.916666666666666,1.1076923076923078,1.9444444444444444,0.2777777777777778,3.6
2023-02-12,8.5,3.2,4.9,35.0,7.8,9.3,8,2,1,68.0,7,10,6,2,1,0,1.6,0.5,1.53125,6.691666666666667,1,21.25,0.3764705882352941,10.9375,0.625,1.6
2021-01-27,5.3,6.7,2.1,3.0,5.6,7.3,10,4,5,85.0,21,10,2,1,0,0,1.675,1.25,0.31343283582089554,4.575,0,12.686567164179104,1.2641509433962266,0.44776119402985076,0.5970149253731343,1.675
2021-11-18,8.1,4.0,4.3,7.0,7.0,7.7,5,7,3,76.0,15,10,3,11,0,1,0.5714285714285714,0.42857142857142855,1.075,5.758333333333334,1,19.0,0.4938271604938272,1.75,1.75,0.5714285714285714
2025-04-01,5.2,11.3,3.7,19.0,6.3,6.7,8,5,5,100.0,4,10,1,4,0,1,2.2600000000000002,1.0,0.3274336283185841,4.708333333333333,0,8.849557522123893,2.1730769230769234,1.6814159292035398,0.44247787610619466,2.2600000000000002
2020-04-06,5.7,3.5,4.7,24.0,5.9,6.2,9,7,10,47.0,11,6,0,4,0,1,0.5,1.4285714285714286,1.342857142857143,4.65,0,13.428571428571429,0.6140350877192983,6.857142857142857,2.0,0.5
2023-08-28,7.3,1.9,7.5,31.0,8.3,7.1,8,1,5,49.0,13,8,0,8,0,0,1.9,5.0,3.947368421052632,5.9333333333333345,1,25.789473684210527,0.2602739726027397,16.315789473684212,0.5263157894736842,1.9
2025-10-03,4.8,8.7,3.6,0.0,5.0,5.8,8,7,5,87.0,0,10,4,10,0,1,1.2428571428571427,0.7142857142857143,0.4137931034482759,3.9000000000000004,0,10.0,1.8125,0.0,0.8045977011494253,1.2428571428571427
2022-10-15,7.6,6.8,1.5,49.0,6.2,7.6,3,1,0,89.0,20,10,5,10,1,1,6.8,0.0,0.22058823529411764,5.758333333333333,1,13.088235294117647,0.8947368421052632,7.205882352941177,0.14705882352941177,6.8
2025-08-13,8.0,6.3,3.6,39.0,7.6,7.8,4,4,5,84.0,24,10,2,8,0,0,1.575,1.25,0.5714285714285715,6.175,1,13.333333333333334,0.7875,6.190476190476191,0.6349206349206349,1.575
2022-07-27,6.3,7.6,2.0,29.0,6.4,6.0,5,5,3,100.0,21,10,2,7,0,0,1.52,0.6,0.2631578947368421,4.916666666666666,0,13.157894736842106,1.2063492063492063,3.8157894736842106,0.6578947368421053,1.52
2021-04-04,8.3,7.1,2.4,25.0,6.9,8.2,9,7,2,80.0,0,10,6,4,1,1,1.0142857142857142,0.2857142857142857,0.3380281690140845,5.325,1,11.267605633802818,0.8554216867469878,5.0,0.9859154929577465,1.0142857142857142
2021-10-10,6.0,5.0,6.8,22.0,6.7,5.8,6,7,1,90.0,18,10,6,10,1,1,0.7142857142857143,0.14285714285714285,1.3599999999999999,4.808333333333334,0,18.0,0.8333333333333334,4.4,1.4,0.7142857142857143
2024-03-10,7.2,7.5,5.0,6.0,7.7,7.2,7,5,2,100.0,5,10,6,3,1,1,1.5,0.4,0.6666666666666666,5.575,1,13.333333333333334,1.0416666666666667,0.8,0.6666666666666666,1.5
2023-01-12,6.6,5.5,4.8,16.0,6.5,6.1,5,3,4,66.0,21,10,3,1,0,0,1.8333333333333333,1.3333333333333333,0.8727272727272727,4.933333333333334,0,12.0,0.8333333333333334,2.909090909090909,0.5454545454545454,1.8333333333333333
2024-05-15,6.5,8.3,4.5,17.0,5.9,6.8,10,5,3,100.0,4,10,2,5,0,1,1.6600000000000001,0.6,0.5421686746987951,5.325,0,12.048192771084336,1.276923076923077,2.048192771084337,0.6024096385542168,1.6600000000000001
2025-04-22,7.2,5.2,2.8,47.0,6.7,6.5,9,7,3,68.0,5,10,1,4,0,1,0.7428571428571429,0.42857142857142855,0.5384615384615384,5.491666666666666,1,13.076923076923077,0.7222222222222222,9.038461538461538,1.346153846153846,0.7428571428571429
2020-07-14,5.2,2.3,3.8,38.0,6.9,5.6,4,7,2,58.0,22,7,1,7,0,0,0.32857142857142857,0.2857142857142857,1.6521739130434783,4.741666666666667,0,25.217391304347828,0.44230769230769224,16.521739130434785,3.0434782608695654,0.32857142857142857
2022-11-10,7.2,7.9,1.7,37.0,6.9,7.0,7,5,1,95.0,22,10,3,11,0,1,1.58,0.2,0.2151898734177215,5.325,1,12.025316455696203,1.0972222222222223,4.6835443037974684,0.6329113924050632,1.58
2025-01-06,7.6,6.5,3.7,36.0,8.7,8.0,7,6,2,89.0,17,10,0,1,0,0,1.0833333333333333,0.3333333333333333,0.5692307692307692,6.374999999999999,1,13.692307692307692,0.8552631578947368,5.538461538461538,0.9230769230769231,1.0833333333333333
2023-06-05,3.9,6.1,3.9,30.0,6.7,6.1,5,6,3,79.0,8,10,0,6,0,0,1.0166666666666666,0.5,0.639344262295082,4.425,0,12.950819672131148,1.564102564102564,4.918032786885246,0.9836065573770493,1.0166666666666666
2024-09-23,6.6,2.1,6.7,13.0,6.0,6.8,7,7,10,28.0,24,5,0,9,0,0,0.3,1.4285714285714286,3.1904761904761902,5.325,0,13.333333333333332,0.31818181818181823,6.19047619047619,3.333333333333333,0.3
2020-10-08,8.4,9.4,0.5,46.0,6.9,8.6,8,2,3,100.0,3,10,3,10,0,1,4.7,1.5,0.05319148936170213,5.325,1,10.638297872340425,1.119047619047619,4.8936170212765955,0.2127659574468085,4.7
2022-07-22,6.8,2.5,3.3,12.0,5.7,5.4,7,7,3,51.0,25,8,4,7,0,0,0.35714285714285715,0.42857142857142855,1.3199999999999998,5.325,0,20.4,0.8285714285714285,4.8,2.8,0.35714285714285715
2022-10-10,5.1,9.4,5.8,11.0,7.4,6.5,7,1,2,100.0,8,10,0,10,0,1,9.4,2.0,0.6170212765957447,4.841666666666667,0,10.638297872340425,1.843137254901961,1.1702127659574468,0.10638297872340426,9.4
2025-01-15,7.2,3.5,7.1,25.0,6.8,4.8,6,6,3,59.0,6,9,2,1,0,0,0.5833333333333334,0.5,2.0285714285714285,5.325,1,16.857142857142858,0.4861111111111111,5.0,1.7142857142857142,0.5833333333333334
2021-05-25,8.6,8.1,0.5,25.0,7.4,10.0,9,7,0,100.0,0,10,1,5,0,1,1.157142857142857,0.0,0.0617283950617284,6.708333333333333,1,12.345679012345679,0.9418604651162791,3.0864197530864197,0.8641975308641976,1.157142857142857
2020-09-14,6.1,3.9,4.0,28.0,5.7,7.7,8,5,3,61.0,4,9,0,9,0,0,0.78,0.6,1.0256410256410258,5.108333333333333,0,15.64102564102564,0.639344262295082,7.17948717948718,1.2820512820512822,0.78
2025-09-12,3.8,7.0,6.3,0.0,5.7,5.7,6,4,5,88.0,17,10,4,9,0,0,1.75,1.25,0.9,3.8,0,12.571428571428571,1.842105263157895,0.0,0.5714285714285714,1.75
2020-08-21,6.2,1.9,9.1,19.0,6.8,6.5,10,4,5,37.0,18,6,4,8,0,0,0.475,1.25,4.7894736842105265,5.033333333333333,0,19.473684210526315,0.30645161290322576,10.0,2.1052631578947367,0.475
2022-09-06,7.1,5.9,3.2,43.0,9.0,5.4,7,2,0,82.0,21,10,1,9,0,0,2.95,0.0,0.5423728813559322,5.733333333333333,1,13.898305084745761,0.8309859154929579,7.288135593220338,0.3389830508474576,2.95
2025-07-25,8.0,7.0,3.1,19.0,6.1,6.7,8,1,3,82.0,4,10,4,7,0,0,7.0,3.0,0.4428571428571429,5.358333333333333,1,11.714285714285714,0.875,2.7142857142857144,0.14285714285714285,7.0
2021-12-08,7.2,1.2,9.5,30.0,6.1,5.6,5,3,7,37.0,24,6,2,12,0,1,0.39999999999999997,2.3333333333333335,7.916666666666667,4.975,1,30.833333333333336,0.16666666666666666,25.0,2.5,0.39999999999999997
2021-04-10,4.0,6.8,4.5,23.0,7.1,6.8,8,4,7,78.0,5,10,5,4,1,1,1.7,1.75,0.6617647058823529,5.325,0,11.470588235294118,1.7,3.3823529411764706,0.5882352941176471,1.7
2022-07-28,6.7,1.9,3.8,47.0,5.5,7.1,7,4,4,48.0,2,9,3,7,0,0,0.475,1.0,2.0,5.216666666666666,0,25.263157894736842,0.2835820895522388,24.736842105263158,2.1052631578947367,0.475
2024-06-02,8.7,3.2,6.9,11.0,6.2,9.5,3,4,2,66.0,13,10,6,6,1,0,0.8,0.5,2.15625,6.191666666666666,1,20.625,0.36781609195402304,3.4375,1.25,0.8
2024-05-04,6.3,8.1,3.5,48.0,8.2,8.7,6,6,2,96.0,19,10,5,5,1,1,1.3499999999999999,0.3333333333333333,0.4320987654320988,6.2,0,11.851851851851853,1.2857142857142856,5.9259259259259265,0.7407407407407408,1.3499999999999999
2024-01-02,5.1,7.9,3.4,15.0,6.4,7.8,5,3,3,100.0,6,10,1,1,0,0,2.6333333333333333,1.0,0.430379746835443,4.95,0,12.658227848101266,1.5490196078431375,1.8987341772151898,0.37974683544303794,2.6333333333333333
2021-02-26,4.7,7.0,3.1,24.0,7.2,7.2,7,5,5,86.0,25,10,4,2,0,0,1.4,1.0,0.4428571428571429,4.9750000000000005,0,12.285714285714286,1.4893617021276595,3.4285714285714284,0.7142857142857143,1.4
2022-01-22,7.2,3.2,9.3,33.0,7.5,6.9,9,1,7,52.0,18,7,5,1,1,0,3.2,7.0,2.90625,5.675000000000001,1,16.25,0.4444444444444445,10.3125,0.3125,3.2
2025-11-20,7.2,5.1,4.2,16.0,8.3,5.4,8,5,4,74.0,3,10,3,11,0,1,1.02,0.8,0.823529411764706,5.358333333333333,1,14.50980392156863,0.7083333333333333,3.1372549019607847,0.9803921568627452,1.02
2020-07-10,5.1,3.5,4.6,25.0,5.1,5.6,8,5,3,61.0,19,7,4,7,0,0,0.7,0.6,1.3142857142857143,4.158333333333333,0,17.428571428571427,0.6862745098039216,7.142857142857143,1.4285714285714286,0.7
2023-11-27,5.9,6.4,2.9,15.0,5.4,6.8,10,5,3,91.0,17,10,0,11,0,1,1.28,0.6,0.45312499999999994,5.325,0,14.21875,1.0847457627118644,2.34375,0.78125,1.28
2020-11-16,8.2,3.2,2.5,33.0,7.8,7.7,7,7,2,71.0,20,10,0,11,0,1,0.4571428571428572,0.2857142857142857,0.78125,6.2,1,22.1875,0.39024390243902446,10.3125,2.1875,0.4571428571428572
2022-06-13,6.8,4.2,2.8,27.0,6.9,7.1,5,3,1,85.0,23,10,0,6,0,0,1.4000000000000001,0.3333333333333333,0.6666666666666666,5.325,0,20.238095238095237,0.8285714285714285,6.428571428571428,0.7142857142857143,1.4000000000000001
2023-09-10,6.4,3.8,3.2,41.0,5.5,6.4,7,3,3,57.0,11,8,6,9,1,0,1.2666666666666666,1.0,0.8421052631578948,4.916666666666667,0,15.0,0.5937499999999999,10.789473684210527,0.7894736842105263,1.2666666666666666
2021-02-08,6.3,6.5,3.6,55.0,6.3,6.4,6,6,4,76.0,2,10,0,2,0,0,1.0833333333333333,0.6666666666666666,0.5538461538461539,5.208333333333333,0,11.692307692307692,1.0317460317460319,8.461538461538462,0.9230769230769231,1.0833333333333333
2023-04-16,7.7,5.4,5.7,62.0,6.5,7.6,5,6,3,62.0,1,10,6,4,1,1,0.9,0.5,1.0555555555555556,5.966666666666666,1,11.481481481481481,0.7012987012987013,11.481481481481481,1.111111111111111,0.9
2025-06-09,7.2,4.2,3.4,41.0,7.1,7.3,8,3,4,59.0,1,10,0,6,0,0,1.4000000000000001,1.3333333333333333,0.8095238095238094,5.741666666666667,1,14.047619047619047,0.5833333333333334,9.761904761904761,0.7142857142857143,1.4000000000000001
2022-10-07,6.7,7.7,3.1,25.0,5.4,8.3,7,2,5,90.0,22,10,4,10,0,1,3.85,2.5,0.4025974025974026,5.308333333333334,0,11.688311688311687,1.1492537313432836,3.2467532467532467,0.2597402597402597,3.85
2025-03-09,6.7,3.2,7.0,22.0,6.2,7.1,7,5,5,42.0,19,10,6,3,1,1,0.64,1.0,2.1875,5.183333333333334,0,13.125,0.47761194029850745,6.875,1.5625,0.64
2025-02-27,7.9,6.3,3.1,24.0,8.2,8.3,5,1,2,94.0,21,10,3,2,0,0,6.3,2.0,0.4920634920634921,6.300000000000001,1,14.920634920634921,0.7974683544303797,3.8095238095238098,0.15873015873015872,6.3
2024-10-17,5.7,5.2,5.7,0.0,4.2,6.0,6,7,10,48.0,8,9,3,10,0,1,0.7428571428571429,1.4285714285714286,1.0961538461538463,3.975,0,9.23076923076923,0.9122807017543859,0.0,1.346153846153846,0.7428571428571429
2024-06-04,7.6,5.4,4.9,34.0,8.1,6.8,7,5,2,78.0,15,10,1,6,0,0,1.08,0.4,0.9074074074074074,5.908333333333333,1,14.444444444444443,0.7105263157894738,6.296296296296296,0.9259259259259258,1.08
2022-06-19,7.0,9.8,4.3,29.0,7.3,6.8,9,3,4,100.0,10,10,6,6,1,0,3.266666666666667,1.3333333333333333,0.43877551020408156,5.516666666666667,1,10.204081632653061,1.4000000000000001,2.9591836734693877,0.3061224489795918,3.266666666666667
2023-06-03,7.3,4.1,3.6,24.0,6.9,6.8,7,5,3,55.0,20,10,5,6,1,0,0.82,0.6,0.878048780487805,5.325,1,13.414634146341465,0.5616438356164383,5.853658536585367,1.2195121951219514,0.82
2025-07-05,5.4,9.2,5.0,15.0,8.8,6.7,6,1,2,96.0,14,10,5,7,1,0,9.2,2.0,0.5434782608695653,5.3500000000000005,0,10.434782608695652,1.7037037037037035,1.6304347826086958,0.10869565217391305,9.2
2021-12-10,7.3,3.5,7.0,21.0,6.9,5.9,5,6,6,55.0,9,9,4,12,0,1,0.5833333333333334,1.0,2.0,5.2,1,15.714285714285714,0.4794520547945206,6.0,1.7142857142857142,0.5833333333333334
2023-10-18,7.0,8.1,1.5,18.0,6.9,6.5,7,7,1,100.0,14,10,2,10,0,1,1.157142857142857,0.14285714285714285,0.1851851851851852,5.25,1,12.345679012345679,1.157142857142857,2.2222222222222223,0.8641975308641976,1.157142857142857
2021-03-11,6.3,3.8,2.1,10.0,5.3,6.4,6,7,2,64.0,13,10,3,3,0,1,0.5428571428571428,0.2857142857142857,0.5526315789473685,4.583333333333333,0,16.842105263157894,0.6031746031746031,2.6315789473684212,1.842105263157895,0.5428571428571428
2021-07-12,8.3,4.5,2.6,26.0,7.2,9.2,7,2,4,71.0,11,10,0,7,0,0,2.25,2.0,0.5777777777777778,6.391666666666667,1,15.777777777777779,0.5421686746987951,5.777777777777778,0.4444444444444444,2.25
2024-08-09,6.8,7.7,2.1,54.0,6.5,6.8,5,6,1,95.0,12,10,4,8,0,0,1.2833333333333334,0.16666666666666666,0.2727272727272727,5.325,0,12.337662337662337,1.1323529411764706,7.012987012987013,0.7792207792207793,1.2833333333333334
2025-09-04,5.5,6.2,2.7,19.0,7.4,6.8,9,3,1,83.0,23,10,3,9,0,0,2.066666666666667,0.3333333333333333,0.43548387096774194,5.325,0,13.387096774193548,1.1272727272727272,3.064516129032258,0.48387096774193544,2.066666666666667
2020-04-01,5.4,6.0,5.6,42.0,7.3,5.7,4,2,2,80.0,24,10,2,4,0,1,3.0,1.0,0.9333333333333332,4.949999999999999,0,13.333333333333334,1.111111111111111,7.0,0.3333333333333333,3.0
2025-12-15,8.9,7.4,2.9,27.0,7.9,9.2,7,5,1,100.0,0,10,0,12,0,1,1.48,0.2,0.3918918918918919,6.725,1,13.513513513513512,0.8314606741573034,3.6486486486486487,0.6756756756756757,1.48
2025-01-01,7.7,6.4,2.4,32.0,6.9,8.1,9,1,2,77.0,25,10,2,1,0,0,6.4,2.0,0.37499999999999994,5.325,1,12.03125,0.8311688311688312,5.0,0.15625,6.4
2021-03-30,6.9,5.6,4.7,34.0,8.9,7.3,8,4,1,91.0,8,10,1,3,0,1,1.4,0.25,0.8392857142857144,6.058333333333334,0,16.25,0.8115942028985507,6.071428571428572,0.7142857142857143,1.4
2021-09-09,5.7,1.9,5.6,3.0,6.1,7.3,10,4,5,39.0,21,7,3,9,0,0,0.475,1.25,2.9473684210526314,4.800000000000001,0,20.526315789473685,0.3333333333333333,1.5789473684210527,2.1052631578947367,0.475
2020-10-11,4.7,5.4,2.7,8.0,7.8,7.2,8,1,3,92.0,17,10,6,10,1,1,5.4,3.0,0.5,4.991666666666666,0,17.037037037037035,1.148936170212766,1.4814814814814814,0.18518518518518517,5.4
2023-09-19,7.5,2.5,5.8,62.0,8.9,7.1,7,2,5,55.0,23,10,1,9,0,0,1.25,2.5,2.32,6.391666666666667,1,22.0,0.3333333333333333,24.8,0.8,1.25
2022-06-21,6.2,6.8,1.7,22.0,6.6,7.1,7,3,1,93.0,23,10,1,6,0,0,2.2666666666666666,0.3333333333333333,0.25,5.158333333333333,0,13.676470588235295,1.096774193548387,3.235294117647059,0.4411764705882353,2.2666666666666666
2021-11-10,7.6,4.9,1.5,24.0,7.3,7.4,7,3,2,73.0,9,10,2,11,0,1,1.6333333333333335,0.6666666666666666,0.3061224489795918,5.7749999999999995,1,14.897959183673468,0.6447368421052633,4.897959183673469,0.6122448979591836,1.6333333333333335
2023-12-31,8.2,4.6,3.5,19.0,7.2,7.8,9,1,3,59.0,18,10,6,12,1,1,4.6,3.0,0.7608695652173914,5.958333333333333,1,12.82608695652174,0.5609756097560976,4.130434782608696,0.2173913043478261,4.6
2024-07-12,7.3,2.6,7.2,22.0,7.2,3.1,6,1,6,48.0,2,8,4,7,0,0,2.6,6.0,2.769230769230769,4.583333333333334,1,18.46153846153846,0.35616438356164387,8.461538461538462,0.3846153846153846,2.6
2020-04-08,4.8,4.0,5.0,15.0,6.1,4.8,8,2,3,42.0,5,8,2,4,0,1,2.0,1.5,1.25,4.05,0,10.5,0.8333333333333334,3.75,0.5,2.0
2025-02-08,3.3,6.4,7.6,7.0,5.3,6.8,8,6,6,78.0,22,9,5,2,1,0,1.0666666666666667,1.0,1.1874999999999998,5.325,0,12.1875,1.9393939393939397,1.09375,0.9375,1.0666666666666667
2020-07-17,6.4,3.1,5.2,27.0,6.9,6.6,3,3,2,52.0,12,9,4,7,0,0,1.0333333333333334,0.6666666666666666,1.6774193548387097,5.325,0,16.774193548387096,0.484375,8.709677419354838,0.9677419354838709,1.0333333333333334
2020-03-07,4.7,5.5,6.3,21.0,5.4,6.8,8,7,2,89.0,11,10,5,3,1,1,0.7857142857142857,0.2857142857142857,1.1454545454545455,4.4,0,16.181818181818183,1.1702127659574468,3.8181818181818183,1.2727272727272727,0.7857142857142857
2023-09-28,6.6,3.7,7.8,18.0,6.9,7.2,6,7,8,49.0,22,9,3,9,0,0,0.5285714285714286,1.1428571428571428,2.108108108108108,5.325,0,13.243243243243242,0.5606060606060607,4.864864864864865,1.8918918918918919,0.5285714285714286
2023-07-08,6.9,2.3,3.5,66.0,7.8,7.6,3,6,2,59.0,14,10,5,7,1,0,0.3833333333333333,0.3333333333333333,1.5217391304347827,6.124999999999999,0,25.65217391304348,0.3333333333333333,28.695652173913047,2.608695652173913,0.3833333333333333
2022-09-17,7.1,4.1,5.5,28.0,8.1,7.0,9,4,2,76.0,8,10,5,9,1,0,1.025,0.5,1.3414634146341464,5.783333333333333,1,18.53658536585366,0.5774647887323944,6.829268292682928,0.9756097560975611,1.025
2025-02-18,6.1,9.7,5.6,15.0,6.7,6.1,4,6,5,100.0,20,10,1,2,0,0,1.6166666666666665,0.8333333333333334,0.577319587628866,4.85,0,10.309278350515465,1.5901639344262295,1.5463917525773196,0.6185567010309279,1.6166666666666665
2023-12-29,7.5,8.8,2.7,33.0,8.1,7.4,6,3,1,100.0,18,10,4,12,0,1,2.9333333333333336,0.3333333333333333,0.3068181818181818,6.025,1,11.363636363636363,1.1733333333333333,3.7499999999999996,0.3409090909090909,2.9333333333333336
2024-07-29,5.1,5.4,6.5,0.0,5.6,4.1,6,7,3,83.0,14,10,0,7,0,0,0.7714285714285715,0.42857142857142855,1.2037037037037037,3.6999999999999997,0,15.37037037037037,1.058823529411765,0.0,1.2962962962962963,0.7714285714285715
2024-07-21,7.0,6.8,3.7,24.0,5.7,8.4,3,2,3,84.0,12,10,6,7,1,0,3.4,1.5,0.5441176470588236,5.4750000000000005,1,12.352941176470589,0.9714285714285714,3.5294117647058822,0.29411764705882354,3.4
2024-12-16,7.8,5.2,5.7,19.0,6.9,7.7,6,2,2,79.0,9,10,0,12,0,1,2.6,1.0,1.0961538461538463,5.325,1,15.192307692307692,0.6666666666666667,3.6538461538461537,0.3846153846153846,2.6
2023-01-10,6.3,4.1,4.9,13.0,6.2,5.1,8,5,5,50.0,11,9,1,1,0,0,0.82,1.0,1.1951219512195124,4.508333333333334,0,12.195121951219512,0.6507936507936507,3.1707317073170733,1.2195121951219514,0.82
2020-06-01,7.9,2.6,4.7,38.0,8.4,8.3,7,3,1,47.0,5,10,0,6,0,0,0.8666666666666667,0.3333333333333333,1.8076923076923077,6.466666666666667,1,18.076923076923077,0.3291139240506329,14.615384615384615,1.1538461538461537,0.8666666666666667
2024-11-25,6.0,9.3,2.9,26.0,7.6,7.9,8,1,1,100.0,24,10,0,11,0,1,9.3,1.0,0.31182795698924726,5.591666666666667,0,10.75268817204301,1.55,2.7956989247311825,0.1075268817204301,9.3
2025-11-24,3.5,6.6,4.8,23.0,4.3,4.1,4,4,4,69.0,9,7,0,11,0,1,1.65,1.0,0.7272727272727273,3.1666666666666665,0,10.454545454545455,1.8857142857142857,3.484848484848485,0.6060606060606061,1.65
2024-07-23,6.0,4.8,6.0,14.0,7.2,7.1,5,1,5,69.0,20,10,1,7,0,0,4.8,5.0,1.25,5.1916666666666655,0,14.375,0.7999999999999999,2.916666666666667,0.20833333333333334,4.8
2020-09-30,4.8,11.9,3.7,4.0,5.9,5.6,4,5,4,100.0,24,10,2,9,0,0,2.38,0.8,0.31092436974789917,4.1083333333333325,0,8.403361344537815,2.479166666666667,0.3361344537815126,0.42016806722689076,2.38
2025-07-14,3.0,4.1,8.8,8.0,4.6,3.9,6,1,7,67.0,25,6,0,7,0,0,4.1,7.0,2.1463414634146347,2.941666666666667,0,16.34146341463415,1.3666666666666665,1.9512195121951221,0.24390243902439027,4.1
2024-03-15,5.8,9.1,3.1,9.0,6.9,5.1,6,7,4,97.0,17,10,4,3,0,1,1.3,0.5714285714285714,0.34065934065934067,4.5249999999999995,0,10.65934065934066,1.5689655172413792,0.989010989010989,0.7692307692307693,1.3
2023-04-27,6.0,2.4,8.7,18.0,5.0,7.4,6,6,5,52.0,2,8,3,4,0,1,0.39999999999999997,0.8333333333333334,3.625,4.75,0,21.666666666666668,0.39999999999999997,7.5,2.5,0.39999999999999997
2024-02-19,7.7,3.1,3.7,24.0,5.6,7.1,6,6,5,59.0,23,9,0,2,0,0,0.5166666666666667,0.8333333333333334,1.1935483870967742,5.3,1,19.032258064516128,0.4025974025974026,7.741935483870967,1.9354838709677418,0.5166666666666667
2021-09-05,7.6,5.5,1.9,66.0,7.8,9.9,8,1,0,89.0,3,10,6,9,1,0,5.5,0.0,0.34545454545454546,6.874999999999999,1,16.181818181818183,0.7236842105263158,12.0,0.18181818181818182,5.5
2022-10-07,4.7,12.0,5.7,7.0,6.9,5.0,7,2,4,100.0,19,10,4,10,0,1,6.0,2.0,0.47500000000000003,5.325,0,8.333333333333334,2.553191489361702,0.5833333333333334,0.16666666666666666,6.0
2021-08-06,6.2,11.8,4.1,14.0,7.3,6.9,9,4,2,100.0,10,10,4,8,0,0,2.95,0.5,0.34745762711864403,5.216666666666666,0,8.47457627118644,1.903225806451613,1.1864406779661016,0.3389830508474576,2.95
2021-07-28,7.4,4.9,5.0,32.0,6.9,7.6,9,4,5,81.0,23,10,2,7,0,0,1.225,1.25,1.0204081632653061,5.741666666666666,1,16.53061224489796,0.6621621621621622,6.530612244897958,0.8163265306122448,1.225
2021-05-13,6.3,9.5,1.9,31.0,6.9,7.4,9,7,1,100.0,7,10,3,5,0,1,1.3571428571428572,0.14285714285714285,0.19999999999999998,5.408333333333334,0,10.526315789473685,1.507936507936508,3.263157894736842,0.7368421052631579,1.3571428571428572
2024-04-07,7.8,1.3,5.8,52.0,7.4,6.1,9,5,4,49.0,11,6,6,4,1,1,0.26,0.8,4.461538461538462,5.758333333333333,1,37.69230769230769,0.16666666666666669,40.0,3.846153846153846,0.26
2020-03-12,5.5,9.1,4.0,13.0,6.7,7.3,4,3,4,100.0,14,10,3,3,0,1,3.033333333333333,1.3333333333333333,0.43956043956043955,4.983333333333333,0,10.989010989010989,1.6545454545454545,1.4285714285714286,0.32967032967032966,3.033333333333333
2025-05-13,5.6,7.9,4.2,9.0,6.5,6.3,6,2,5,81.0,13,10,1,5,0,1,3.95,2.5,0.5316455696202531,4.675,0,10.253164556962025,1.4107142857142858,1.1392405063291138,0.2531645569620253,3.95
2025-04-22,5.0,9.0,4.0,8.0,5.2,6.4,8,1,4,95.0,22,10,1,4,0,1,9.0,4.0,0.4444444444444444,4.216666666666667,0,10.555555555555555,1.8,0.8888888888888888,0.1111111111111111,9.0
2022-12-26,6.1,12.0,3.3,26.0,6.4,7.2,7,2,3,100.0,8,10,0,12,0,1,6.0,1.5,0.27499999999999997,5.141666666666667,0,8.333333333333334,1.9672131147540985,2.1666666666666665,0.16666666666666666,6.0
2024-06-23,4.3,7.6,4.6,17.0,3.8,6.6,3,2,6,66.0,12,10,6,6,1,0,3.8,3.0,0.6052631578947368,3.8166666666666664,0,8.68421052631579,1.7674418604651163,2.236842105263158,0.2631578947368421,3.8
2024-12-31,8.5,8.0,3.2,71.0,8.2,8.1,7,5,3,98.0,21,10,1,12,0,1,1.6,0.6,0.4,6.791666666666666,1,12.25,0.9411764705882353,8.875,0.625,1.6
2022-02-22,6.2,3.1,7.3,25.0,6.9,6.3,7,6,5,44.0,23,8,1,2,0,0,0.5166666666666667,0.8333333333333334,2.354838709677419,5.058333333333334,0,14.193548387096774,0.5,8.064516129032258,1.9354838709677418,0.5166666666666667
