date,sleep_hours,study_hours,screen_time,exercise_minutes,mood_score,energy_level,task_difficulty,study_sessions,distractions,goal_completion,subject,productivity_rating
2025-05-01,8.6,7.7,1.7,31.0,5.5,7.7,6,1,3,91.0,Quantitative Aptitude,10
2020-04-10,8.6,6.9,2.0,0.0,8.0,8.6,8,3,1,97.0,Machine Learning,10
2021-04-25,6.4,8.0,2.0,55.0,6.8,7.0,6,7,0,98.0,Quantitative Aptitude,10
2021-12-22,9.0,6.0,3.4,21.0,7.5,8.9,10,7,5,77.0,Mathematics,10
2023-07-08,6.0,5.7,4.2,30.0,7.8,7.4,10,2,3,77.0,Research,10
2021-05-13,4.6,4.8,4.4,8.0,5.5,5.1,6,7,4,58.0,Engineering Mathematics,9
2021-05-28,9.6,6.8,2.3,46.0,,8.5,10,2,1,92.0,Electronics,10
2024-10-16,8.1,2.7,12.4,12.0,8.7,6.5,8,5,6,57.0,Machine Learning,7
2024-12-12,4.4,8.4,5.4,4.0,5.6,6.3,5,6,5,100.0,Reasoning,10
2021-10-23,,5.0,1.6,32.0,,6.7,5,5,3,69.0,Project Work,10
2024-11-08,6.7,6.3,2.6,42.0,5.7,7.2,10,4,2,75.0,Machine Learning,10
2022-06-05,6.2,1.9,15.907733393882667,8.0,,5.2,8,1,6,36.0,Physics,6
2023-09-29,8.1,2.3,7.6,17.0,5.2,6.4,6,7,10,37.0,Computer Science,5
2022-04-06,8.0,7.9,3.2,83.0,7.3,7.8,5,4,4,100.0,Project Work,10
2023-09-22,6.3,1.0,7.0,23.0,5.4,6.8,6,1,6,26.0,Reasoning,4
2022-07-04,8.1,2.5,6.6,15.0,5.5,7.0,6,5,6,46.0,Physics,8
2024-07-23,8.2,4.2,4.7,67.0,7.5,10.0,10,5,3,62.0,Electronics,10
2023-05-24,5.8,10.2,4.9,23.0,7.8,5.1,10,7,3,94.0,Computer Networks,10
2023-03-03,6.3,4.2,4.3,14.0,6.3,6.4,7,3,4,77.0,Political Science,10
2024-02-21,7.6,6.2,0.8,19.0,6.9,7.3,6,1,2,90.0,Electronics,10
2022-12-24,7.7,9.1,2.2,48.0,,10.0,5,1,0,100.0,Economics,10
2020-10-25,4.9,3.2,9.1,25.0,6.9,5.2,4,1,5,54.0,History,6
2020-09-27,5.3,5.0,5.0,28.0,6.0,5.1,4,3,5,72.0,Reasoning,10
2020-06-20,6.0,6.1,3.4,2.0,3.8,7.3,6,7,4,67.0,Quantitative Aptitude,10
2025-05-24,6.6,6.9,3.3,16.0,5.5,4.7,7,4,3,78.0,Machine Learning,10
2024-10-15,6.7,11.3,5.9,13.0,5.4,7.8,7,3,2,100.0,Computer Science,10
2024-11-29,8.6,3.5,9.1,23.0,6.4,6.9,10,3,7,50.0,Operating Systems,7
2022-08-16,7.8,8.3,2.8,58.0,8.2,8.0,3,5,1,98.0,Geography,10
2022-12-24,7.1,6.4,4.5,46.0,9.0,9.6,10,4,1,97.0,Machine Learning,10
2021-12-10,5.1,10.5,3.2,19.0,7.9,6.0,5,2,2,100.0,Database Systems,10
2022-08-14,5.6,3.3,8.4,31.0,7.9,7.4,9,1,2,61.0,Data Structures,10
2025-11-03,6.9,6.8,3.1,41.0,6.8,7.4,6,2,3,70.0,Economics,10
2022-01-17,4.0,8.2,3.6,39.0,7.0,6.1,10,3,4,99.0,Physics,10
2023-04-11,5.6,10.1,5.1,39.0,7.5,6.5,8,1,3,100.0,Research,10
2022-04-01,7.4,6.7,4.9,5.0,7.2,6.3,4,4,5,86.0,Current Affairs,10
2022-05-06,6.4,10.8,6.8,0.0,5.9,6.0,9,6,3,100.0,Database Systems,10
2024-12-26,5.7,3.3,5.9,4.0,5.7,6.3,5,2,8,41.0,English,7
2025-02-04,5.9,1.0,8.9,32.0,6.4,5.4,9,2,10,26.0,Machine Learning,5
2022-09-21,7.3,3.7,7.2,19.0,6.5,6.6,7,1,8,53.0,Computer Networks,8
2023-05-15,7.5,10.5,6.1,16.0,6.9,6.3,8,4,4,100.0,Computer Science,10
2024-11-12,6.9,2.8,5.9,31.0,6.5,5.8,5,2,5,49.0,Biology,9
2023-12-29,8.5,6.8,4.2,61.0,6.9,8.0,8,4,3,92.0,Research,10
2022-05-05,,2.5,7.0,3.0,5.5,6.4,5,1,8,30.0,Quantitative Aptitude,7
2024-05-28,6.7,2.8,10.5,27.0,8.7,6.7,5,2,5,57.0,Current Affairs,8
2021-06-28,7.6,4.8,6.9,,6.7,7.3,5,1,2,86.0,English,10
2021-09-27,5.1,3.4,5.5,11.0,6.7,5.8,2,3,3,78.0,English,9
2021-06-03,5.2,7.7,5.6,29.0,4.9,7.4,6,1,4,93.0,Electronics,10
2024-02-01,6.3,5.5,4.4,36.0,7.5,5.9,7,2,4,92.0,Business Studies,10
2025-09-12,8.6,4.8,3.1,8.0,7.8,7.1,9,2,2,85.0,Accountancy,10
2022-12-07,6.6,2.2,4.9,11.0,4.7,6.3,6,1,6,39.0,Current Affairs,7
2021-11-27,4.8,7.7,7.0,0.0,4.0,6.6,7,2,6,69.0,Reasoning,10
2022-02-04,8.8,4.5,4.4,25.0,7.0,7.6,10,4,4,71.0,Physics,10
2020-11-09,8.0,7.2,2.4,28.0,5.7,7.2,4,2,5,84.0,Business Studies,10
2023-07-31,5.3,6.6,3.4,22.0,6.5,6.9,6,3,3,69.0,Computer Science,10
2025-11-14,6.7,4.3,7.9,35.0,7.6,6.2,8,4,2,75.0,Computer Networks,10
2020-07-21,6.9,5.5,5.8,42.0,7.1,7.7,5,1,2,70.0,Accountancy,10
2020-04-18,8.6,8.5,0.9,1.0,7.5,7.2,9,2,3,100.0,Quantitative Aptitude,10
2024-06-28,6.0,6.8,5.4,52.0,8.8,6.8,5,6,2,100.0,Current Affairs,10
2023-11-17,9.4,9.7,2.5,20.0,7.7,9.1,10,2,0,100.0,Programming,10
2020-01-03,6.0,5.4,3.7,30.0,5.2,7.6,6,2,1,71.0,Business Studies,10
2024-04-20,7.4,5.6,7.0,14.0,6.9,6.8,6,3,5,77.0,Operating Systems,10
2022-01-26,7.0,8.0,4.4,9.0,5.1,6.1,8,6,2,97.0,Chemistry,10
2021-02-18,8.5,6.1,1.2,36.0,8.1,7.8,7,4,3,87.0,Database Systems,10
2024-02-22,5.8,4.8,3.5,12.0,5.8,5.5,5,6,3,59.0,Political Science,10
2023-12-27,6.1,8.1,3.7,21.0,4.8,4.8,6,4,4,100.0,Accountancy,10
2022-04-13,8.0,9.8,1.6,42.0,7.3,7.0,7,2,1,100.0,Reasoning,10
2025-02-05,6.7,5.8,5.1,21.0,6.8,6.6,5,6,7,70.0,Chemistry,10
2023-06-27,5.0,5.1,4.0,0.0,6.7,5.9,3,5,1,82.0,Geography,10
2024-06-19,6.8,5.2,2.9,33.0,7.5,8.6,7,1,4,70.0,Biology,10
2023-12-24,4.2,5.1,8.8,24.0,4.8,4.6,4,7,4,69.0,Economics,6
2022-09-25,7.6,5.0,3.3,65.0,7.6,8.7,5,3,1,76.0,Database Systems,10
2022-04-09,5.0,1.3,12.7,34.0,5.1,5.5,7,5,10,18.0,Electronics,1
2025-12-03,7.7,8.2,1.2,14.0,8.1,7.7,5,4,0,99.0,Computer Science,10
2023-04-26,6.2,3.7,7.6,12.0,4.4,3.7,6,6,10,36.0,Physics,5
2021-03-05,3.9,9.8,2.3,0.0,5.3,5.9,4,6,5,100.0,History,10
2025-05-22,5.1,4.8,7.9,24.0,5.3,6.0,6,5,3,76.0,Research,10
2024-01-16,5.0,8.7,3.4,21.0,6.1,7.4,7,5,5,95.0,Machine Learning,10
2022-12-28,6.9,5.1,5.2,19.0,9.2,6.4,5,5,5,70.0,Geography,10
2023-02-13,6.0,2.4,8.6,15.0,5.1,6.3,10,2,7,43.0,Data Structures,5
2025-04-09,6.6,5.8,4.3,35.0,5.6,5.2,8,5,2,74.0,Engineering Mathematics,10
2025-12-29,5.6,3.6,3.9,60.0,7.2,6.2,10,5,4,50.0,Computer Networks,8
2025-06-10,7.8,5.5,4.7,,5.7,7.1,7,2,2,74.0,Chemistry,10
2024-09-25,6.3,6.8,6.3,25.0,7.0,7.0,6,2,3,100.0,Computer Science,10
2024-11-13,6.7,4.6,6.9,32.0,7.5,,4,4,5,69.0,Current Affairs,9
2022-07-16,3.9,3.7,5.5,0.0,5.2,4.5,8,2,3,72.0,Electronics,8
2022-12-21,6.1,7.7,4.9,0.0,6.9,7.2,7,7,5,80.0,Database Systems,10
2024-12-07,7.4,7.2,3.3,59.0,7.5,6.6,9,2,3,100.0,Operating Systems,10
2022-01-10,6.2,10.6,5.8,8.0,6.2,7.0,8,5,2,100.0,Database Systems,10
2023-08-13,5.8,3.0,6.3,17.0,5.8,7.5,5,5,6,54.0,Accountancy,9
2020-11-16,7.8,8.0,2.9,48.0,7.5,8.2,10,1,1,89.0,Computer Networks,10
2024-06-27,5.4,5.5,3.3,6.0,4.7,6.4,4,6,7,62.0,English,10
2021-03-16,6.9,7.6,5.7,40.0,7.9,6.5,6,4,2,99.0,Programming,10
2023-09-26,6.3,6.0,4.2,40.0,7.3,5.4,8,2,3,71.0,Mathematics,10
2021-11-10,5.5,9.3,2.1,5.0,7.9,5.5,8,5,5,100.0,Biology,10
2025-12-09,7.2,10.5,3.0,8.0,7.4,4.1,10,3,3,100.0,Programming,10
2021-09-12,6.0,5.0,5.2,48.0,7.2,7.2,5,7,1,77.0,Computer Science,10
2020-08-01,5.9,9.8,5.3,17.0,5.6,5.5,9,6,5,100.0,Electronics,10
2024-02-10,7.5,2.5,7.6,38.0,7.1,7.0,9,3,9,41.0,Programming,5
2023-01-01,4.3,6.0,5.0,0.0,4.2,5.4,7,7,3,73.0,Project Work,9
2024-01-15,7.4,2.8,7.1,10.0,7.1,8.3,8,6,10,35.0,Chemistry,8
2022-10-07,,12.0,3.9,19.0,5.6,7.0,10,1,4,100.0,Operating Systems,10
2022-07-24,5.6,5.0,2.7,47.0,6.6,6.3,9,7,1,74.0,Chemistry,10
2021-04-28,6.0,4.0,3.6,23.0,6.8,7.1,2,2,4,42.0,Current Affairs,10
2021-10-16,8.8,7.9,2.9,28.0,6.4,5.1,4,6,5,84.0,Geography,10
2022-09-12,6.7,3.1,6.3,25.0,8.2,8.1,7,7,3,56.0,Computer Networks,10
2020-05-20,4.6,10.9,5.4,21.0,6.8,4.3,10,1,3,100.0,Machine Learning,10
2023-11-06,7.9,7.0,2.6,37.0,6.9,9.4,8,2,1,90.0,Quantitative Aptitude,10
2021-10-23,6.4,11.8,5.1,14.0,6.1,4.9,7,6,5,100.0,Business Studies,10
2025-11-19,6.4,5.2,6.5,12.0,7.6,5.6,4,1,2,69.0,History,10
2023-10-29,5.7,3.0,5.6,57.0,6.7,8.5,7,5,4,55.0,Economics,10
2025-02-07,5.1,5.5,4.1,8.0,5.6,6.7,7,7,4,59.0,Reasoning,10
2025-07-11,4.8,8.6,3.1,15.0,7.8,6.7,7,1,3,99.0,Computer Science,10
2022-08-04,7.6,6.9,5.5,30.0,7.6,6.7,6,4,2,86.0,Economics,10
2023-12-14,6.3,4.6,3.1,5.0,5.7,4.0,8,2,2,71.0,Database Systems,10
2025-12-25,4.3,7.4,2.3,0.0,5.0,6.8,10,5,4,70.0,Data Structures,10
2022-12-20,7.5,9.9,2.1,42.0,9.0,7.4,6,1,1,100.0,Engineering Mathematics,10
2025-04-15,7.0,4.9,5.3,51.0,9.1,7.3,7,2,4,81.0,Accountancy,10
2020-02-21,4.7,2.3,11.1,15.0,4.7,5.2,6,7,7,38.0,Computer Networks,3
2023-12-04,7.1,5.3,2.7,16.0,6.5,7.1,8,5,3,57.0,Operating Systems,10
2023-07-21,5.7,7.8,5.1,12.0,7.0,4.7,7,4,3,83.0,Quantitative Aptitude,10
2021-02-03,4.8,10.3,3.8,3.0,,5.8,4,4,2,100.0,English,10
2022-12-22,8.4,7.3,4.0,51.0,7.2,8.1,7,5,2,75.0,Machine Learning,10
2021-05-27,5.3,8.1,5.4,34.0,6.3,8.4,8,7,5,83.0,Data Structures,10
2023-03-03,6.5,7.5,3.9,58.0,7.8,9.0,8,7,1,100.0,Exam Revision,10
2021-08-23,5.9,4.5,5.8,24.0,5.7,4.7,8,2,1,72.0,Programming,10
2025-01-08,6.9,4.9,10.3,18.0,6.9,5.0,6,2,7,49.0,English,8
2025-03-09,8.4,5.5,6.6,27.0,8.1,8.8,7,1,4,84.0,Accountancy,10
2021-02-15,8.0,5.3,2.3,49.0,6.6,7.6,7,1,2,73.0,Machine Learning,10
2020-05-10,5.3,11.2,3.6,28.0,8.5,7.4,6,7,2,100.0,History,10
2020-07-30,7.9,4.0,3.6,19.0,6.2,7.8,9,5,3,58.0,Electronics,10
2023-07-10,6.8,5.2,3.3,8.0,5.2,6.6,5,5,4,65.0,Accountancy,9
2024-04-20,5.6,7.9,7.6,43.0,7.5,4.8,3,2,3,100.0,Current Affairs,10
2025-01-10,7.1,5.6,3.8,10.0,7.6,4.8,4,5,3,92.0,Political Science,10
2025-08-30,7.4,2.4,4.3,20.0,6.9,8.3,7,1,1,73.0,Economics,10
2020-11-01,6.4,9.2,4.9,22.0,7.1,7.9,7,5,2,100.0,Machine Learning,10
2023-01-09,6.6,7.9,3.9,54.0,7.4,7.3,9,1,2,100.0,Engineering Mathematics,10
2023-12-09,5.3,6.3,8.6,25.0,7.8,5.3,7,4,5,78.0,Electronics,10
2020-08-24,8.2,7.1,3.9,40.0,6.0,6.6,5,3,2,88.0,Current Affairs,10
2023-06-12,5.4,6.5,2.9,24.0,6.9,6.9,8,3,2,93.0,Biology,10
2025-11-03,6.7,11.0,3.6,38.0,6.2,8.8,7,6,5,99.0,Mathematics,10
2020-11-04,5.2,9.4,4.0,34.0,6.4,4.9,9,4,5,100.0,Quantitative Aptitude,10
2020-04-08,5.0,12.0,5.9,0.0,6.0,6.9,5,7,4,100.0,Accountancy,10
2022-01-15,5.9,5.2,7.5,29.0,7.1,6.7,9,1,2,79.0,Operating Systems,10
2025-11-25,6.0,4.2,1.9,0.0,7.6,6.0,6,6,3,63.0,Electronics,10
2020-09-26,7.4,3.0,11.0,15.0,,6.4,7,7,6,53.0,Data Structures,7
2024-01-23,6.7,4.2,3.1,53.0,7.0,6.8,8,5,1,80.0,Exam Revision,10
2023-07-31,8.4,4.2,3.7,25.0,6.1,9.6,5,7,7,56.0,Project Work,10
2021-06-20,4.9,0.5,9.6,17.0,3.8,7.6,4,2,7,7.0,Economics,3
2022-05-05,6.6,3.3,6.4,17.0,6.6,6.6,9,2,7,60.0,Database Systems,6
2022-04-14,,8.0,1.6,20.0,8.0,8.4,10,7,3,100.0,Machine Learning,10
2020-11-26,5.0,7.5,7.8,37.0,7.0,8.0,7,7,3,92.0,Computer Networks,10
2021-04-17,7.5,6.2,7.9,36.0,8.5,5.7,8,3,2,95.0,Machine Learning,10
2024-07-12,8.9,5.8,4.2,68.0,,6.5,8,3,3,95.0,Database Systems,10
2021-01-12,4.6,7.1,3.6,1.0,4.8,3.8,10,5,6,82.0,Electronics,9
2023-05-28,7.8,5.1,6.6,39.0,,8.4,7,7,1,85.0,Economics,10
2024-11-02,7.9,7.3,3.9,49.0,6.8,7.6,6,6,1,100.0,Operating Systems,10
2021-08-05,7.4,4.2,6.5,10.0,7.0,8.1,9,4,1,72.0,Physics,10
2023-02-20,8.1,6.4,1.2,52.0,8.8,6.9,6,2,2,95.0,Chemistry,10
2020-05-30,8.9,4.2,7.9,5.0,5.3,7.6,6,4,3,60.0,Quantitative Aptitude,10
2020-11-06,5.1,8.7,4.4,2.0,7.1,5.6,3,2,3,100.0,Political Science,10
2024-03-23,4.7,9.4,7.0,0.0,7.2,4.3,8,6,4,99.0,Chemistry,10
2023-04-24,6.4,6.1,1.8,35.0,7.5,6.5,9,5,1,76.0,Electronics,10
2020-11-14,5.6,7.6,4.4,12.0,6.3,7.4,6,3,5,100.0,Geography,10
2024-02-20,7.7,7.5,2.2,19.0,7.2,7.2,5,2,3,87.0,Political Science,10
2023-09-08,7.0,6.1,2.0,38.0,7.6,6.4,8,6,0,74.0,Quantitative Aptitude,10
2020-01-13,6.9,2.9,4.9,24.0,,8.6,8,2,10,33.0,Engineering Mathematics,8
2020-11-15,7.6,4.3,13.2,31.0,5.0,6.4,6,7,9,56.0,Computer Networks,7
2021-05-01,5.0,6.5,8.9,,4.9,5.0,6,1,4,95.0,Operating Systems,10
2021-07-23,7.4,5.6,2.3,37.0,6.8,8.2,7,1,2,82.0,Data Structures,10
2021-06-22,9.4,7.7,1.7,7.0,7.3,6.1,9,7,3,93.0,Electronics,10
2023-08-14,7.9,4.2,4.5,92.0,7.1,8.3,7,6,3,69.0,Programming,10
2021-01-08,7.0,2.7,7.2,24.0,4.3,5.8,6,2,9,42.0,Data Structures,6
2022-05-15,4.7,7.5,7.5,4.0,6.0,5.0,7,2,7,82.0,Chemistry,10
2020-01-29,8.6,6.7,1.7,39.0,7.8,8.4,8,1,1,99.0,Accountancy,10
2021-09-06,7.4,8.5,4.7,15.0,7.7,5.4,5,7,5,96.0,Exam Revision,10
2022-09-25,6.1,4.4,5.7,24.0,7.9,7.5,9,7,5,60.0,Data Structures,10
2020-10-22,6.3,6.0,3.2,1.0,6.1,,2,5,4,80.0,Current Affairs,10
2024-07-23,5.0,5.6,2.0,4.0,6.8,5.6,6,1,5,67.0,Economics,10
2023-02-17,6.3,5.5,4.2,22.0,6.2,6.2,10,6,3,80.0,Research,10
2021-06-11,5.9,8.3,4.2,,6.3,4.0,8,6,5,95.0,Biology,10
2022-11-06,5.8,5.7,5.5,12.0,6.5,6.1,6,1,5,76.0,Quantitative Aptitude,10
2020-04-28,7.5,1.7,7.5,8.0,5.7,8.5,9,7,6,40.0,Accountancy,8
2025-08-24,5.3,3.5,14.0,53.0,6.9,4.9,9,6,6,69.0,Machine Learning,7
2024-10-24,8.0,3.9,4.4,36.0,7.7,6.0,7,3,1,63.0,Biology,10
2022-09-12,6.3,5.2,4.0,26.0,6.6,7.1,6,1,1,77.0,Political Science,10
2024-03-27,6.0,5.1,4.4,53.0,8.0,7.8,5,3,3,63.0,Reasoning,10
2024-10-01,8.0,5.4,5.2,26.0,8.3,9.9,7,5,3,78.0,Accountancy,10
2021-04-04,7.9,4.6,2.9,63.0,6.2,9.5,7,7,3,63.0,Electronics,10
2021-02-12,7.8,5.4,1.9,33.0,7.8,6.1,7,1,3,71.0,Machine Learning,10
2020-11-21,5.0,9.1,5.6,13.0,6.1,8.4,7,2,5,100.0,Reasoning,10
2025-05-12,7.7,9.0,4.1,84.0,9.5,8.7,6,5,1,100.0,Current Affairs,10
2024-11-20,,3.1,9.2,19.0,6.8,7.2,4,3,6,48.0,Project Work,7
2023-06-14,8.9,5.5,4.2,20.0,6.9,7.8,6,7,1,80.0,Electronics,10
2022-03-12,6.1,2.3,5.2,14.0,5.9,6.2,5,4,4,36.0,Current Affairs,7
2022-12-19,8.8,7.8,6.8,51.0,6.9,7.8,5,3,4,100.0,English,10
2023-01-21,5.4,2.3,12.5,22.0,5.5,5.4,4,1,8,45.0,Reasoning,5
2022-04-04,5.6,2.0,8.5,0.0,5.1,6.6,9,5,10,29.0,Machine Learning,4
2025-04-26,6.9,3.7,4.2,36.0,5.9,7.9,5,2,3,56.0,Chemistry,10
2023-04-28,5.7,6.2,4.2,0.0,6.4,5.8,7,6,3,79.0,Mathematics,10
2023-02-18,4.4,4.3,8.0,0.0,4.9,5.2,6,5,7,66.0,Database Systems,6
2021-01-09,6.4,5.7,7.1,23.0,7.0,6.4,6,4,4,63.0,Exam Revision,10
2025-02-25,3.0,7.6,5.2,38.0,5.3,3.2,6,2,4,89.0,Operating Systems,10
2024-03-18,5.1,9.5,4.9,0.0,6.3,5.7,8,7,4,100.0,Computer Science,10
2020-02-16,5.4,4.4,6.6,12.0,4.9,4.1,9,7,3,64.0,Accountancy,7
2021-10-09,6.0,2.9,9.6,9.0,4.4,6.2,3,2,8,33.0,Geography,7
2021-02-01,7.0,7.8,2.1,29.0,7.6,6.9,7,4,0,100.0,Programming,10
2025-11-21,5.1,5.7,6.6,,5.5,6.1,4,7,3,69.0,History,10
2022-10-10,7.7,2.6,6.7,28.0,7.3,6.4,7,7,6,51.0,Machine Learning,9
2020-02-13,6.4,10.1,4.0,15.0,6.0,7.6,8,1,3,100.0,Machine Learning,10
2021-09-05,5.0,4.2,7.1,0.0,4.9,3.8,7,1,6,46.0,Chemistry,5
2020-11-11,6.7,3.3,9.1,20.0,4.7,7.2,6,7,9,29.0,Database Systems,6
2025-04-07,6.2,6.3,5.9,13.0,6.0,5.5,9,1,3,69.0,Operating Systems,8
2021-01-26,7.4,6.9,3.8,19.0,7.6,5.9,7,7,3,90.0,Reasoning,10
2024-04-10,7.6,4.6,1.9,,7.8,7.6,6,7,2,76.0,Operating Systems,10
2025-06-11,4.0,8.6,5.5,23.0,6.3,3.8,5,4,6,91.0,Political Science,10
2022-04-03,5.6,7.3,5.5,8.0,6.8,6.5,5,1,3,87.0,Project Work,10
2025-06-21,,4.7,5.2,25.0,7.2,7.4,5,3,4,67.0,Reasoning,10
2020-11-18,7.9,8.8,3.1,22.0,7.9,7.9,6,6,1,100.0,Research,10
2022-09-29,5.4,7.0,3.9,10.0,5.0,8.2,6,2,4,65.0,History,10
2021-08-03,5.9,7.0,4.2,16.0,6.0,6.6,8,3,3,80.0,Data Structures,10
2023-07-28,4.8,7.4,5.0,0.0,6.7,5.4,6,5,5,84.0,Research,10
2020-02-15,6.5,1.8,4.9,27.0,7.3,6.4,5,2,1,54.0,Accountancy,9
2020-04-11,6.1,1.9,7.6,56.0,7.8,7.4,5,7,5,38.0,Geography,7
2024-09-02,7.2,6.9,5.2,54.0,6.6,6.8,8,7,3,73.0,Chemistry,10
2025-07-06,7.7,5.4,3.2,62.0,8.9,6.5,8,5,2,87.0,Economics,10
2023-11-30,7.7,8.7,2.1,64.0,8.3,,6,1,0,100.0,Programming,10
2025-08-06,5.9,4.7,3.9,24.0,5.6,7.4,6,1,2,74.0,Electronics,10
2022-07-28,6.9,5.3,3.2,26.0,8.1,7.2,9,2,1,79.0,Computer Networks,10
2025-01-02,5.7,6.9,4.4,16.0,5.6,7.5,7,2,3,79.0,Database Systems,10
2022-02-22,6.5,5.8,7.4,20.0,4.8,7.4,8,7,3,75.0,Operating Systems,10
2024-03-30,7.3,5.4,3.5,50.0,8.5,7.4,7,4,4,75.0,Computer Science,10
2021-12-06,5.1,8.1,3.3,19.0,6.5,6.5,8,4,2,100.0,Machine Learning,10
2021-09-30,7.0,4.8,5.8,25.0,6.8,5.8,6,6,5,53.0,Accountancy,9
2025-05-09,7.5,10.7,3.2,22.0,6.2,5.1,6,5,2,100.0,Business Studies,10
2025-07-27,5.9,2.2,7.9,13.0,6.6,6.5,7,2,10,44.0,Programming,6
2020-08-04,7.1,2.5,6.2,6.0,6.4,7.6,6,7,5,51.0,Physics,9
2025-08-08,5.9,5.8,5.2,34.0,9.1,4.7,10,6,3,80.0,Computer Networks,10
2023-08-11,6.9,3.8,3.5,21.0,6.8,6.6,7,5,3,63.0,Database Systems,10
2021-12-24,5.2,12.0,3.5,0.0,5.7,8.0,8,7,5,100.0,Database Systems,10
2020-10-21,6.6,7.9,3.1,41.0,6.9,7.1,10,7,0,100.0,Electronics,10
2022-08-09,6.5,5.0,6.4,17.0,6.4,5.6,7,5,4,70.0,Geography,9
2022-07-15,5.9,5.5,6.4,30.0,6.5,7.8,8,1,3,70.0,Physics,10
2025-04-22,8.0,7.8,3.6,52.0,8.3,8.5,7,6,2,100.0,Data Structures,10
2020-05-21,6.4,3.2,3.3,47.0,6.5,6.2,10,5,3,58.0,Programming,9
2024-09-09,5.6,3.0,9.4,33.0,5.7,5.8,6,7,8,48.0,Computer Networks,7
2023-12-04,5.6,11.3,2.0,31.0,7.4,5.8,4,5,4,100.0,English,10
2023-08-15,7.8,3.9,3.2,,9.1,6.8,10,7,1,63.0,Data Structures,10
2025-01-14,7.0,2.8,5.3,35.0,8.1,7.1,8,7,10,45.0,Quantitative Aptitude,7
2020-08-15,7.8,4.4,4.5,26.0,7.2,7.8,5,4,2,58.0,Chemistry,10
2022-08-02,7.9,4.9,7.6,36.0,8.3,7.8,6,7,5,73.0,Biology,10
2024-11-24,6.8,3.0,5.0,34.0,6.2,6.8,9,6,2,61.0,Database Systems,10
2022-08-19,6.5,7.4,4.8,31.0,,,7,3,4,90.0,Quantitative Aptitude,10
2025-07-02,7.4,9.7,3.1,8.0,5.5,6.6,4,2,2,100.0,Biology,10
2025-01-04,8.0,7.3,3.8,65.0,8.1,7.4,6,2,2,93.0,Chemistry,10
2021-07-15,,5.0,4.3,,6.6,6.2,4,2,5,62.0,Project Work,10
2023-09-18,7.0,7.3,1.5,49.0,8.6,7.0,4,2,1,92.0,Exam Revision,10
2022-06-05,6.7,2.8,9.1,35.0,6.7,5.8,5,1,7,46.0,Accountancy,6
2025-08-25,9.0,2.2,9.8,25.0,,6.9,7,5,10,38.0,Engineering Mathematics,6
2022-04-19,5.4,5.9,5.7,24.0,8.4,6.0,8,3,3,76.0,Machine Learning,10
2024-03-21,7.8,2.0,7.9,18.0,6.3,6.9,10,5,6,37.0,Operating Systems,7
2024-07-29,5.6,2.2,9.9,42.0,6.1,4.8,5,6,7,43.0,Reasoning,5
2023-05-05,4.4,8.3,5.1,0.0,5.0,4.7,5,2,7,89.0,History,10
2022-12-25,5.5,7.0,4.0,0.0,4.2,7.2,7,4,6,72.0,Operating Systems,10
2021-01-29,8.4,3.1,4.0,52.0,6.9,8.5,8,2,5,59.0,Electronics,9
2021-11-13,7.3,7.3,3.7,32.0,7.5,7.4,5,4,0,100.0,Biology,10
2023-11-20,6.2,3.4,3.7,86.0,10.0,6.9,6,4,2,85.0,Political Science,10
2020-07-09,8.2,8.3,2.9,22.0,7.6,10.0,8,2,0,100.0,Engineering Mathematics,10
2020-05-17,5.5,3.9,5.4,15.0,6.9,6.7,9,4,3,60.0,Mathematics,10
2025-11-21,6.0,0.5,8.5,17.0,4.9,3.8,6,3,9,16.0,History,1
2021-10-17,5.7,3.1,12.3,39.0,4.3,6.1,5,3,9,48.0,Biology,3
2024-10-06,,8.8,3.1,36.0,7.8,,6,3,4,97.0,Economics,10
2020-09-18,7.7,8.2,4.5,29.0,9.3,6.7,5,3,3,100.0,Reasoning,10
2023-05-04,,3.2,6.8,16.0,6.6,6.7,7,7,5,53.0,Programming,7
2020-01-15,5.8,5.6,4.3,19.0,7.4,4.5,10,1,5,68.0,Operating Systems,9
2022-01-09,5.9,5.4,3.2,,6.6,6.4,8,3,5,71.0,Chemistry,9
2025-07-02,8.1,4.2,2.2,55.0,7.8,7.8,9,4,1,72.0,Mathematics,10
2021-10-25,6.6,8.2,3.4,70.0,8.3,7.0,9,3,2,100.0,Programming,10
2024-12-01,8.1,3.8,5.3,40.0,7.5,9.3,8,6,4,58.0,Data Structures,10
2023-06-30,7.9,7.5,6.3,13.0,7.3,8.5,9,3,1,94.0,Quantitative Aptitude,10
2022-06-01,5.6,8.3,7.0,18.0,6.0,5.8,6,5,4,73.0,Computer Science,10
2022-05-27,7.0,6.3,5.4,43.0,7.0,7.8,4,6,4,66.0,Biology,10
2024-01-09,5.7,6.6,4.4,19.0,6.4,5.4,6,5,5,86.0,Programming,10
2020-04-29,6.3,3.7,5.0,27.0,7.1,5.9,4,5,5,57.0,Biology,9
2023-10-04,9.1,6.2,4.1,13.0,7.8,7.1,7,5,4,78.0,Engineering Mathematics,10
2021-09-03,7.0,9.3,3.7,22.0,9.1,6.5,8,6,4,100.0,Electronics,10
2021-07-10,5.9,5.2,9.8,21.0,7.3,6.4,9,2,7,75.0,Accountancy,10
2024-02-21,7.9,7.7,1.5,41.0,6.8,9.0,5,1,0,100.0,Computer Science,10
